year,game_sno,date,opponent,home_away,final_visiting,final_home,lin_li_played,lin_li_role,team_win,team_r,team_pa,team_ab,team_h,team_1b,team_2b,team_3b,team_hr,team_bb,team_ibb,team_hbp,team_sf,team_sac,team_so,team_gidp,team_sb,team_cs
2021,196,2021-09-18,富邦悍將,home,1,4,True,先發,True,6,49,43,13,11,2,0,0,4,0,1,1,0,12,1,1,1
2021,198,2021-09-19,富邦悍將,home,2,9,True,先發,True,8,42,37,16,12,3,0,1,3,0,1,1,0,3,2,0,1
2021,199,2021-09-20,富邦悍將,away,4,4,True,先發,False,4,45,40,7,7,0,0,0,3,0,0,1,1,10,1,2,0
2021,201,2021-09-22,富邦悍將,away,4,3,True,先發,True,4,35,34,9,7,0,0,2,0,0,0,0,1,5,0,1,0
2021,206,2021-09-24,味全龍,away,3,5,True,先發,False,8,40,34,10,8,2,0,0,4,0,0,1,1,5,0,2,1
2021,208,2021-09-25,味全龍,away,0,4,True,先發,False,2,33,31,5,2,3,0,0,1,0,0,1,0,8,0,3,0
2021,210,2021-09-26,味全龍,away,8,3,True,先發,True,6,38,32,8,7,1,0,0,4,0,0,1,1,3,0,0,1
2021,214,2021-09-29,富邦悍將,away,1,6,True,先發,False,6,36,30,5,1,1,0,3,4,0,0,1,1,8,0,0,1
2021,216,2021-09-30,富邦悍將,away,4,2,True,先發,True,2,31,31,6,6,0,0,0,0,0,0,0,0,7,0,0,1
2021,217,2021-10-01,富邦悍將,away,7,9,True,先發,False,7,42,39,13,9,2,0,2,2,0,1,0,0,8,1,0,0
2021,219,2021-10-02,統一7-ELEVEn獅,away,5,10,True,先發,False,5,36,31,7,4,1,0,2,3,0,1,0,1,9,1,0,0
2021,223,2021-10-05,中信兄弟,home,8,6,True,先發,False,6,46,39,13,8,4,1,0,7,0,0,0,0,2,0,0,0
2021,225,2021-10-06,中信兄弟,home,10,10,True,先發,False,10,59,46,15,11,3,0,1,10,2,0,1,2,7,2,1,1
2021,227,2021-10-07,富邦悍將,home,7,6,True,先發,False,6,38,33,8,5,1,0,2,2,0,3,0,0,6,0,1,1
2021,231,2021-10-09,味全龍,home,9,6,True,先發,False,6,41,37,11,6,5,0,0,4,0,0,0,0,4,2,1,0
2021,233,2021-10-10,統一7-ELEVEn獅,home,7,0,True,先發,False,0,31,28,2,1,1,0,0,3,0,0,0,0,6,0,0,1
2021,236,2021-10-11,味全龍,home,5,0,False,,False,0,34,32,6,4,2,0,0,1,0,0,0,1,6,1,1,0
2021,238,2021-10-13,中信兄弟,home,7,1,True,先發,False,4,36,31,7,6,1,0,0,4,0,0,1,0,10,0,0,0
2021,240,2021-10-14,中信兄弟,home,0,3,True,先發,True,5,36,31,9,8,0,0,1,3,0,2,0,0,1,1,0,1
2021,241,2021-10-15,中信兄弟,home,6,3,True,先發,False,3,38,33,9,7,2,0,0,3,0,2,0,0,5,2,0,1
2021,245,2021-10-17,味全龍,away,3,0,True,先發,True,3,38,34,10,7,3,0,0,3,0,1,0,0,6,2,0,1
2021,248,2021-10-19,味全龍,away,5,6,False,,False,7,40,35,7,3,1,0,3,4,0,1,0,0,8,0,0,0
2021,251,2021-10-21,中信兄弟,away,1,2,True,先發,False,1,31,30,5,3,2,0,0,0,0,0,1,0,11,0,0,1
2021,254,2021-10-22,統一7-ELEVEn獅,home,3,4,True,先發,True,4,47,37,10,7,2,0,1,6,1,1,0,3,8,1,0,0
2021,256,2021-10-23,統一7-ELEVEn獅,home,2,5,False,,True,0,19,19,3,2,1,0,0,0,0,0,0,0,6,1,0,0
2021,258,2021-10-24,統一7-ELEVEn獅,home,0,5,False,,True,5,35,28,7,6,1,0,0,3,0,0,1,3,4,1,1,0
2021,260,2021-10-26,富邦悍將,away,5,7,True,先發,False,0,32,31,5,5,0,0,0,1,0,0,0,0,10,1,1,1
2021,265,2021-10-29,中信兄弟,home,4,0,True,先發,False,2,38,36,8,7,1,0,0,1,0,0,0,1,9,1,3,1
2021,267,2021-10-30,中信兄弟,home,6,5,True,先發,False,6,39,31,7,5,1,0,1,5,0,1,0,2,3,1,0,0
2021,269,2021-10-31,味全龍,home,2,4,True,先發,True,3,39,32,7,6,0,0,1,3,0,3,0,1,4,0,1,0
2021,270,2021-11-02,統一7-ELEVEn獅,home,1,3,True,非先發,True,3,39,37,11,9,1,1,0,2,0,0,0,0,4,4,0,0
2021,272,2021-11-04,中信兄弟,away,6,1,True,先發,True,6,41,34,10,7,3,0,0,7,0,0,0,0,6,2,0,1
2021,274,2021-11-05,中信兄弟,away,3,1,True,先發,True,3,37,36,10,8,0,0,2,1,0,0,0,0,3,0,0,0
2021,279,2021-11-07,統一7-ELEVEn獅,away,1,4,False,,False,1,33,33,6,4,1,0,1,0,0,0,0,0,6,0,2,0
2021,281,2021-11-09,統一7-ELEVEn獅,away,2,4,False,,False,2,36,35,8,7,0,1,0,1,0,0,0,0,6,0,1,0
2021,282,2021-11-10,富邦悍將,home,1,0,False,,False,0,31,29,3,3,0,0,0,2,0,0,0,0,5,0,1,1
2021,285,2021-11-11,富邦悍將,home,4,5,False,,True,7,49,44,17,13,2,1,1,3,0,1,1,0,4,3,1,2
2021,288,2021-11-14,富邦悍將,away,6,3,False,,True,10,47,38,11,9,0,1,1,6,0,2,1,0,5,0,1,0
2021,289,2021-11-16,味全龍,away,3,5,False,,False,3,39,38,13,9,3,0,1,0,0,0,0,1,8,1,0,0
2021,291,2021-11-17,味全龍,away,9,3,False,,True,9,48,38,11,7,3,0,1,9,0,1,0,0,3,1,2,0
2021,296,2021-11-19,中信兄弟,away,4,6,False,,False,2,39,36,11,10,1,0,0,2,0,0,1,0,10,1,1,0
2021,298,2021-11-20,中信兄弟,away,2,7,False,,False,6,48,47,15,12,2,1,0,1,0,0,0,0,8,0,0,0
2021,300,2021-11-21,中信兄弟,away,5,1,False,,True,4,34,32,6,5,1,0,0,2,0,0,0,0,3,1,0,0
2022,6,2022-04-05,中信兄弟,home,2,8,True,先發,True,8,38,34,11,6,3,1,1,4,0,0,0,0,1,1,1,0
2022,8,2022-04-07,富邦悍將,away,5,2,True,先發,True,5,40,36,11,9,1,1,0,2,0,1,0,1,6,2,2,0
2022,10,2022-04-08,統一7-ELEVEn獅,away,6,7,True,先發,False,8,50,44,18,13,4,0,1,4,0,0,1,1,7,0,2,1
2022,12,2022-04-09,中信兄弟,home,3,2,True,先發,False,2,32,30,5,2,2,0,1,2,0,0,0,0,9,0,0,0
2022,14,2022-04-10,中信兄弟,home,8,4,True,先發,False,5,32,28,9,8,0,1,0,2,0,0,2,0,2,3,0,0
2022,15,2022-04-12,統一7-ELEVEn獅,away,7,6,True,先發,True,7,43,38,12,9,2,0,1,4,0,1,0,0,1,2,0,0
2022,17,2022-04-13,統一7-ELEVEn獅,away,4,5,True,先發,False,4,40,32,10,8,1,1,0,4,0,1,2,1,3,1,2,0
2022,20,2022-04-15,味全龍,away,8,2,True,先發,True,8,44,37,14,11,3,0,0,5,0,0,1,1,5,1,0,0
2022,22,2022-04-16,味全龍,away,6,3,True,先發,True,6,42,33,10,8,1,1,0,6,0,0,1,2,8,2,0,1
2022,24,2022-04-17,味全龍,away,3,2,True,先發,True,3,40,34,9,6,3,0,0,4,0,0,0,2,6,0,1,1
2022,27,2022-04-19,富邦悍將,home,1,4,True,先發,True,4,35,29,8,5,3,0,0,3,0,1,1,1,4,0,2,1
2022,29,2022-04-20,統一7-ELEVEn獅,home,0,9,True,先發,True,3,35,32,10,7,2,0,1,2,0,0,0,1,3,2,1,0
2022,31,2022-04-21,統一7-ELEVEn獅,home,3,1,True,先發,False,3,33,30,8,8,0,0,0,2,0,1,0,0,2,1,1,0
2022,32,2022-04-22,統一7-ELEVEn獅,home,6,5,True,先發,False,5,40,34,11,9,1,0,1,3,0,0,3,0,6,1,0,0
2022,36,2022-04-24,中信兄弟,away,3,5,True,先發,False,3,39,36,10,6,3,0,1,2,0,1,0,0,9,1,2,0
2022,39,2022-04-26,富邦悍將,home,1,7,True,先發,True,5,38,31,9,5,4,0,0,5,0,0,0,2,7,0,2,0
2022,41,2022-04-27,富邦悍將,home,7,8,True,先發,True,5,35,34,10,8,2,0,0,0,0,0,1,0,7,0,1,1
2022,43,2022-04-28,統一7-ELEVEn獅,home,0,8,True,先發,True,8,53,49,15,10,2,1,2,1,1,1,0,2,6,1,1,0
2022,46,2022-04-30,中信兄弟,home,4,0,True,先發,False,0,29,29,4,3,1,0,0,0,0,0,0,0,10,0,0,2
2022,48,2022-05-01,味全龍,home,6,4,True,先發,False,10,38,29,7,6,1,0,0,7,1,1,0,1,3,0,4,1
2022,53,2022-05-04,富邦悍將,away,13,6,True,先發,True,1,30,29,3,3,0,0,0,1,0,0,0,0,7,0,1,1
2022,55,2022-05-05,富邦悍將,away,4,1,True,先發,True,7,42,39,14,9,3,1,1,2,0,0,0,1,3,0,0,0
2022,56,2022-05-06,富邦悍將,away,3,1,True,先發,True,3,44,38,9,8,0,0,1,4,1,1,0,1,10,2,0,1
2022,58,2022-05-07,味全龍,away,4,1,True,先發,True,4,38,29,9,5,4,0,0,4,0,1,2,2,1,1,2,1
2022,63,2022-05-10,富邦悍將,home,1,5,True,先發,True,3,32,30,8,5,3,0,0,1,0,0,0,1,8,1,1,0
2022,65,2022-05-11,味全龍,home,4,2,True,先發,False,10,43,34,12,10,2,0,0,6,0,2,0,1,5,1,2,0
2022,67,2022-05-12,味全龍,home,10,3,True,先發,False,3,37,34,9,9,0,0,0,3,0,0,0,0,5,2,1,1
2022,68,2022-05-13,味全龍,home,5,6,True,先發,True,6,46,39,11,10,1,0,0,5,1,0,0,2,5,1,2,0
2022,72,2022-05-15,統一7-ELEVEn獅,away,7,2,False,,True,7,41,40,13,10,0,0,3,1,0,0,0,0,4,2,2,0
2022,75,2022-05-17,統一7-ELEVEn獅,away,7,3,True,非先發,True,1,35,34,11,10,1,0,0,0,0,0,0,1,9,0,0,2
2022,78,2022-05-19,味全龍,away,5,3,False,,True,5,38,34,9,7,2,0,0,2,0,0,0,2,3,1,1,0
2022,81,2022-05-20,富邦悍將,home,10,1,False,,False,6,39,35,10,8,1,0,1,3,0,0,0,1,11,0,0,1
2022,83,2022-05-21,富邦悍將,home,6,7,False,,True,0,36,34,8,6,2,0,0,2,0,0,0,0,6,0,0,1
2022,85,2022-05-22,富邦悍將,home,7,1,False,,False,2,36,32,6,6,0,0,0,2,0,1,1,0,4,0,1,0
2022,87,2022-05-24,中信兄弟,away,3,11,False,,False,3,50,42,10,10,0,0,0,2,0,4,0,2,8,0,1,0
2022,89,2022-05-25,中信兄弟,away,3,8,True,先發,False,3,39,36,10,10,0,0,0,2,0,0,0,1,9,0,1,0
2022,92,2022-05-27,統一7-ELEVEn獅,away,1,2,True,先發,False,1,33,32,6,5,1,0,0,1,0,0,0,0,3,0,0,0
2022,94,2022-05-28,統一7-ELEVEn獅,away,5,8,True,先發,False,8,42,35,12,9,3,0,0,2,0,3,2,0,5,1,0,1
2022,96,2022-05-29,統一7-ELEVEn獅,away,1,3,True,先發,False,3,36,32,6,4,2,0,0,3,0,0,0,1,9,0,1,0
2022,100,2022-06-01,中信兄弟,away,3,2,True,先發,True,0,31,29,4,3,1,0,0,0,0,1,0,1,8,0,0,1
2022,102,2022-06-02,中信兄弟,away,13,6,True,先發,True,4,38,32,7,6,1,0,0,4,0,1,0,1,9,0,0,1
2022,103,2022-06-03,中信兄弟,away,8,2,True,先發,True,8,42,37,10,8,1,1,0,5,0,0,0,0,14,0,0,0
2022,105,2022-06-04,富邦悍將,away,0,2,True,先發,False,0,34,33,7,7,0,0,0,0,0,1,0,0,6,0,0,1
2022,109,2022-06-07,味全龍,home,2,9,False,,True,9,42,37,14,13,1,0,0,3,0,1,0,1,3,0,2,0
2022,111,2022-06-08,味全龍,home,5,3,True,先發,False,3,40,37,11,10,1,0,0,1,0,1,0,1,5,2,0,0
2022,113,2022-06-09,中信兄弟,home,3,4,True,先發,True,4,38,31,8,7,1,0,0,4,0,2,1,0,8,0,0,1
2022,117,2022-06-11,統一7-ELEVEn獅,home,4,2,True,先發,False,2,36,35,9,6,2,0,1,1,0,0,0,0,7,1,1,0
2022,119,2022-06-12,富邦悍將,home,1,3,True,先發,True,8,40,34,14,7,6,1,0,3,0,0,1,2,7,1,0,1
2022,122,2022-06-14,中信兄弟,away,1,2,True,先發,False,5,37,34,12,10,1,0,1,0,0,0,3,0,7,1,0,0
2022,123,2022-06-15,味全龍,away,3,0,True,先發,True,3,36,34,10,10,0,0,0,1,0,0,0,1,2,2,2,0
2022,125,2022-06-16,味全龍,away,1,6,True,先發,False,4,38,35,9,8,1,0,0,2,0,0,0,1,5,2,1,0
2022,131,2022-06-19,富邦悍將,away,5,4,True,先發,True,2,36,32,7,7,0,0,0,2,0,2,0,0,4,2,0,1
2022,132,2022-06-21,富邦悍將,away,7,9,True,先發,False,7,42,40,12,8,3,0,1,2,0,0,0,0,4,0,2,0
2022,135,2022-06-22,統一7-ELEVEn獅,home,3,6,True,先發,True,11,44,40,19,14,5,0,0,2,0,0,1,1,3,1,1,1
2022,138,2022-06-24,味全龍,home,0,2,True,先發,True,2,47,42,7,6,0,0,1,3,0,0,1,1,13,0,0,0
2022,140,2022-06-25,味全龍,home,2,9,True,先發,True,10,30,27,10,6,2,0,2,3,0,0,0,0,3,0,1,0
2022,142,2022-06-26,統一7-ELEVEn獅,home,1,4,True,先發,True,5,42,37,12,11,0,0,1,5,0,0,0,0,7,1,0,1
2022,144,2022-06-28,中信兄弟,home,5,2,True,先發,False,6,50,43,14,10,4,0,0,4,1,0,2,1,8,1,1,0
2022,146,2022-06-29,中信兄弟,home,8,1,True,先發,False,12,44,35,15,11,3,0,1,3,0,2,1,3,7,0,1,0
2022,150,2022-07-03,中信兄弟,away,3,1,True,先發,True,9,41,36,13,9,3,0,1,2,0,0,2,1,7,3,2,0
2022,153,2022-10-22,味全龍,home,5,5,True,先發,False,5,52,47,13,10,3,0,0,4,0,1,0,0,5,2,5,1
2022,155,2022-10-23,中信兄弟,home,8,6,True,先發,False,6,40,39,12,8,3,0,1,1,0,0,0,0,3,0,0,0
2022,160,2022-10-12,統一7-ELEVEn獅,away,3,2,True,先發,True,3,36,32,8,7,1,0,0,2,0,1,0,1,3,1,0,0
2022,162,2022-10-19,統一7-ELEVEn獅,away,6,7,True,先發,False,6,44,32,11,6,4,0,1,7,0,0,3,2,6,0,1,0
2022,164,2022-07-22,統一7-ELEVEn獅,away,1,0,True,先發,True,3,35,33,6,5,0,0,1,2,0,0,0,0,5,1,1,0
2022,166,2022-07-23,中信兄弟,away,4,0,True,先發,True,8,37,36,12,11,0,0,1,0,0,0,0,1,10,0,0,1
2022,169,2022-07-26,統一7-ELEVEn獅,home,1,3,True,先發,True,3,33,32,10,9,1,0,0,1,0,0,0,0,6,2,0,0
2022,171,2022-07-27,統一7-ELEVEn獅,home,3,6,True,先發,True,6,35,29,6,6,0,0,0,4,0,0,1,1,6,2,0,0
2022,173,2022-07-28,富邦悍將,home,10,6,True,先發,False,6,40,38,13,10,1,0,2,1,0,0,1,0,3,1,0,0
2022,176,2022-08-02,富邦悍將,away,4,1,True,先發,True,4,38,35,4,2,1,1,0,3,0,0,0,0,8,1,0,0
2022,179,2022-08-04,統一7-ELEVEn獅,away,4,1,True,先發,True,4,35,31,7,5,2,0,0,2,0,0,1,1,1,2,1,1
2022,182,2022-08-05,味全龍,home,1,3,True,先發,True,3,34,30,9,7,2,0,0,3,0,1,0,0,6,1,0,0
2022,184,2022-08-06,味全龍,home,6,13,True,先發,True,7,34,29,4,1,1,0,2,4,0,1,0,0,5,0,2,0
2022,186,2022-08-07,味全龍,home,3,5,False,,True,3,34,30,9,8,1,0,0,3,0,0,0,1,4,2,1,0
2022,188,2022-08-09,富邦悍將,away,1,2,True,先發,False,5,37,33,6,3,2,0,1,2,0,1,1,0,10,0,0,0
2022,190,2022-08-10,富邦悍將,away,3,4,True,非先發,False,3,35,32,4,2,1,0,1,3,2,0,0,0,11,0,2,0
2022,194,2022-08-12,中信兄弟,away,7,2,True,先發,True,7,43,37,13,10,3,0,0,2,0,1,2,1,5,1,0,0
2022,196,2022-08-13,中信兄弟,away,2,7,True,先發,False,2,31,30,4,2,1,0,1,1,0,0,0,0,5,2,0,0
2022,198,2022-08-14,中信兄弟,away,4,3,True,先發,True,4,36,33,9,8,0,0,1,1,0,2,0,0,8,2,0,0
2022,200,2022-08-16,統一7-ELEVEn獅,home,5,0,True,先發,False,11,48,42,20,17,3,0,0,4,0,1,0,1,10,2,1,0
2022,202,2022-08-17,富邦悍將,home,8,3,True,先發,False,0,32,32,6,5,1,0,0,0,0,0,0,0,8,1,1,0
2022,204,2022-08-18,富邦悍將,home,3,4,True,先發,True,2,50,42,12,10,2,0,0,4,1,0,0,4,8,1,0,0
2022,205,2022-08-19,富邦悍將,home,10,2,True,先發,False,2,37,33,6,4,1,0,1,4,0,0,0,0,5,0,0,0
2022,209,2022-08-21,味全龍,away,3,7,True,先發,False,3,37,34,8,3,3,0,2,3,0,0,0,0,5,1,0,0
2022,212,2022-08-23,富邦悍將,away,3,0,True,先發,True,2,38,36,8,3,5,0,0,2,0,0,0,0,2,1,0,0
2022,215,2022-08-25,中信兄弟,away,6,2,True,先發,True,6,43,36,12,10,1,0,1,6,0,1,0,0,7,3,1,0
2022,218,2022-08-26,統一7-ELEVEn獅,home,3,6,True,先發,True,3,35,30,7,7,0,0,0,5,0,0,0,0,5,1,3,0
2022,220,2022-08-27,統一7-ELEVEn獅,home,3,6,True,先發,True,4,39,37,10,9,0,0,1,1,0,0,1,0,4,0,0,0
2022,222,2022-08-28,統一7-ELEVEn獅,home,11,5,True,先發,False,4,37,33,13,10,2,0,1,3,0,0,0,1,6,0,1,2
2022,223,2022-08-30,味全龍,away,7,3,True,先發,True,7,44,38,12,8,4,0,0,4,0,0,1,1,3,0,1,1
2022,225,2022-08-31,味全龍,away,4,4,True,先發,False,4,29,25,9,4,3,1,1,3,0,0,0,1,2,0,4,1
2022,230,2022-09-02,富邦悍將,away,3,6,True,先發,False,3,34,32,7,6,0,0,1,1,0,0,1,0,10,0,3,1
2022,232,2022-09-03,富邦悍將,away,9,4,True,先發,True,9,47,41,13,13,0,0,0,6,0,0,0,0,7,1,0,0
2022,234,2022-09-04,富邦悍將,away,1,2,True,先發,False,1,33,30,5,5,0,0,0,3,0,0,0,0,8,1,0,0
2022,237,2022-09-07,味全龍,away,4,3,True,先發,True,4,37,34,6,4,1,0,1,3,0,0,0,0,8,0,0,0
2022,239,2022-09-08,味全龍,away,3,2,True,先發,True,3,39,29,5,5,0,0,0,6,0,2,0,2,5,1,0,0
2022,241,2022-09-09,味全龍,away,4,5,True,先發,False,4,38,36,10,7,1,0,2,1,0,0,0,1,9,0,5,0
2022,243,2022-09-10,統一7-ELEVEn獅,away,8,3,True,先發,True,8,43,37,13,8,3,0,2,4,0,0,0,2,5,0,0,1
2022,247,2022-09-13,中信兄弟,home,7,5,True,先發,False,5,39,35,11,8,3,0,0,4,0,0,0,0,7,2,0,0
2022,249,2022-09-14,中信兄弟,home,2,13,True,先發,True,13,46,40,21,17,3,0,1,4,0,0,1,1,6,1,1,1
2022,251,2022-09-15,味全龍,home,2,4,True,非先發,True,4,33,30,7,5,2,0,0,1,0,1,0,1,4,0,0,0
2022,255,2022-09-17,富邦悍將,home,1,6,False,,True,6,39,31,11,8,2,1,0,4,0,0,2,2,1,1,1,0
2022,257,2022-09-18,統一7-ELEVEn獅,home,1,3,False,,True,3,31,30,7,6,0,1,0,1,0,0,0,0,4,1,0,0
2022,260,2022-09-20,統一7-ELEVEn獅,home,2,3,True,非先發,True,5,38,31,7,5,0,1,1,6,0,0,0,1,3,0,2,0
2022,262,2022-09-21,中信兄弟,home,2,9,True,非先發,True,0,36,32,6,5,1,0,0,3,0,1,0,0,3,0,0,1
2022,264,2022-09-22,中信兄弟,home,3,4,True,先發,True,2,36,33,6,5,1,0,0,3,0,0,0,0,3,1,0,0
2022,265,2022-09-23,中信兄弟,home,9,7,True,非先發,False,7,46,37,15,11,4,0,0,5,0,1,2,1,3,0,0,1
2022,269,2022-09-25,富邦悍將,away,8,2,False,,True,8,46,37,13,12,1,0,0,6,0,0,2,1,8,0,0,0
2022,271,2022-09-27,富邦悍將,home,3,2,True,先發,False,2,36,32,6,5,0,0,1,4,0,0,0,0,10,0,0,1
2022,274,2022-09-28,中信兄弟,away,2,3,True,先發,False,2,34,30,6,3,2,0,1,2,0,0,1,1,3,0,0,1
2022,275,2022-09-29,中信兄弟,away,11,7,True,先發,True,3,36,35,8,4,3,0,1,1,0,0,0,0,10,0,0,0
2022,281,2022-10-02,統一7-ELEVEn獅,away,6,0,True,先發,True,1,35,32,5,3,1,0,1,2,0,1,0,0,9,0,1,0
2022,282,2022-10-04,味全龍,home,5,2,True,先發,False,2,34,32,6,5,1,0,0,2,1,0,0,0,11,0,2,1
2022,287,2022-10-07,味全龍,away,1,6,True,先發,False,1,33,28,3,2,1,0,0,3,0,1,0,1,3,0,0,1
2022,289,2022-10-08,味全龍,away,10,5,True,先發,True,10,43,37,15,11,2,0,2,4,0,0,0,2,8,2,1,1
2022,292,2022-10-09,中信兄弟,home,0,2,True,先發,True,4,42,37,11,9,2,0,0,3,0,1,1,0,6,0,0,0
2022,294,2022-10-10,中信兄弟,home,0,3,True,先發,True,2,35,32,6,5,1,0,0,2,0,0,1,0,5,1,1,0
2022,295,2022-10-11,統一7-ELEVEn獅,away,3,1,True,先發,True,3,40,30,7,5,1,0,1,7,0,1,1,1,6,1,4,0
2022,298,2022-10-14,味全龍,home,4,2,True,先發,False,9,44,36,13,9,4,0,0,5,0,0,1,1,5,0,2,0
2022,299,2022-10-15,富邦悍將,home,4,4,True,先發,False,2,35,31,8,8,0,0,0,2,0,0,2,0,3,2,0,0
2023,1,2023-04-01,中信兄弟,away,4,1,True,先發,True,4,36,33,9,7,0,0,2,2,0,0,0,1,5,1,0,0
2023,3,2023-04-02,富邦悍將,home,7,5,True,先發,False,3,45,41,10,8,2,0,0,3,0,0,0,1,7,0,0,1
2023,7,2023-04-04,富邦悍將,away,0,1,True,先發,False,10,47,42,16,12,3,1,0,3,0,1,1,0,4,0,0,1
2023,9,2023-04-05,富邦悍將,away,1,3,True,先發,False,5,38,33,9,8,1,0,0,3,0,1,1,0,5,2,0,0
2023,11,2023-04-07,富邦悍將,away,4,6,True,先發,False,4,43,36,12,10,2,0,0,5,2,0,0,2,11,1,0,0
2023,13,2023-04-08,統一7-ELEVEn獅,away,1,7,True,先發,False,3,41,35,8,5,2,0,1,5,0,0,1,0,10,1,0,0
2023,19,2023-04-13,富邦悍將,away,9,3,True,先發,True,9,45,42,14,9,4,0,1,3,0,0,0,0,10,0,1,0
2023,21,2023-04-14,味全龍,home,8,3,True,先發,False,3,35,33,10,9,1,0,0,1,0,0,1,0,3,3,0,0
2023,23,2023-04-15,味全龍,home,5,4,True,先發,False,4,40,37,14,12,2,0,0,1,0,0,1,1,11,0,0,1
2023,25,2023-04-16,味全龍,home,4,0,True,先發,False,0,36,30,5,4,1,0,0,6,0,0,0,0,7,2,2,0
2023,28,2023-04-18,中信兄弟,away,10,3,True,先發,True,9,43,39,15,6,6,0,3,2,0,0,2,0,1,1,0,0
2023,30,2023-04-19,中信兄弟,away,8,1,False,,True,8,41,37,10,7,1,1,1,3,0,0,1,0,7,1,1,0
2023,34,2023-04-21,統一7-ELEVEn獅,away,2,3,True,先發,False,2,36,36,9,7,2,0,0,0,0,0,0,0,6,0,0,0
2023,36,2023-04-22,統一7-ELEVEn獅,away,3,3,True,先發,False,7,41,38,14,12,1,0,1,2,0,1,0,0,9,2,1,0
2023,38,2023-04-23,統一7-ELEVEn獅,away,7,2,True,先發,True,7,39,32,10,9,1,0,0,2,0,1,2,2,3,0,1,1
2023,40,2023-04-25,富邦悍將,home,7,3,True,先發,False,3,37,33,10,7,2,0,1,1,0,2,0,1,5,0,0,0
2023,42,2023-04-26,中信兄弟,home,1,2,False,,True,6,43,36,11,11,0,0,0,5,0,2,0,0,7,3,0,0
2023,44,2023-04-27,中信兄弟,home,2,9,False,,True,6,37,35,12,5,5,0,2,2,0,0,0,0,6,1,0,0
2023,46,2023-04-28,中信兄弟,home,1,3,False,,True,7,37,31,8,7,1,0,0,2,0,1,1,2,4,0,0,0
2023,50,2023-04-30,味全龍,away,7,0,False,,True,8,46,39,17,13,3,1,0,5,0,0,0,2,4,2,1,1
2023,51,2023-05-02,富邦悍將,home,8,1,False,,False,1,32,32,9,6,3,0,0,0,0,0,0,0,4,4,0,0
2023,53,2023-05-03,富邦悍將,home,1,2,False,,True,2,32,29,5,3,1,0,1,2,0,0,0,1,4,0,0,0
2023,55,2023-05-04,中信兄弟,home,6,11,False,,True,11,43,38,15,9,2,0,4,2,0,2,0,1,4,1,0,0
2023,60,2023-05-06,味全龍,home,4,3,False,,False,5,39,34,9,6,3,0,0,3,0,1,1,0,9,1,4,2
2023,62,2023-05-07,統一7-ELEVEn獅,home,6,3,False,,False,3,35,32,5,3,1,1,0,3,0,0,0,0,7,0,1,0
2023,65,2023-05-10,味全龍,away,3,4,False,,False,3,35,31,9,6,3,0,0,3,0,0,1,0,8,2,1,2
2023,67,2023-05-11,味全龍,away,1,3,False,,False,1,33,32,6,4,2,0,0,1,0,0,0,0,4,2,1,0
2023,69,2023-05-12,味全龍,away,6,3,False,,True,6,40,33,7,1,5,0,1,4,0,3,0,0,10,0,1,1
2023,71,2023-05-13,富邦悍將,away,4,2,False,,True,4,34,31,5,4,0,0,1,3,0,0,0,0,13,1,0,0
2023,75,2023-05-16,統一7-ELEVEn獅,home,2,4,False,,True,4,34,30,8,7,1,0,0,1,0,0,0,3,2,1,0,0
2023,77,2023-05-17,統一7-ELEVEn獅,home,0,1,True,先發,True,1,29,29,6,4,1,1,0,0,0,0,0,0,3,1,0,0
2023,79,2023-05-18,味全龍,home,3,9,True,先發,True,9,38,29,7,5,1,0,1,6,0,1,1,1,8,0,1,0
2023,84,2023-05-20,中信兄弟,home,3,2,True,先發,False,3,42,34,10,10,0,0,0,6,1,1,0,1,6,3,1,0
2023,86,2023-05-21,富邦悍將,home,6,7,True,先發,True,0,33,30,6,6,0,0,0,2,0,1,0,0,6,1,0,1
2023,89,2023-05-24,統一7-ELEVEn獅,home,6,2,True,先發,False,1,43,40,7,4,2,1,0,2,0,0,0,1,8,0,0,0
2023,91,2023-05-25,統一7-ELEVEn獅,home,5,4,True,先發,False,4,39,35,10,6,3,0,1,2,0,1,1,0,6,0,0,0
2023,93,2023-05-26,統一7-ELEVEn獅,home,2,11,True,先發,True,0,31,31,5,4,1,0,0,0,0,0,0,0,6,1,0,0
2023,97,2023-05-28,中信兄弟,away,0,8,True,先發,False,2,35,35,10,7,2,0,1,0,0,0,0,0,8,1,0,1
2023,99,2023-05-30,中信兄弟,away,5,6,True,先發,False,9,53,47,16,11,3,0,2,5,1,0,0,1,7,2,3,0
2023,102,2023-06-01,統一7-ELEVEn獅,away,3,10,True,先發,False,3,36,34,8,6,1,0,1,2,0,0,0,0,10,1,1,0
2023,104,2023-06-02,富邦悍將,home,7,5,True,先發,False,5,38,35,9,3,6,0,0,2,0,0,0,1,1,2,0,0
2023,106,2023-06-03,富邦悍將,home,2,8,False,,True,8,41,37,16,11,5,0,0,3,0,0,1,0,6,0,2,1
2023,108,2023-06-04,富邦悍將,home,10,7,False,,False,7,39,35,8,4,1,1,2,2,0,1,1,0,7,0,2,0
2023,110,2023-06-06,味全龍,away,2,1,False,,True,2,38,32,7,5,2,0,0,3,0,1,0,2,4,0,0,1
2023,112,2023-06-07,味全龍,away,4,7,False,,False,4,36,33,7,5,1,0,1,3,0,0,0,0,5,1,1,0
